instrument,sector,Year,q,ESGscore,Firm_Size,Leverage
ROK,Manufacturing,2021,3.5968,62.74,9.278,1.8344
ROK,Manufacturing,2022,2.693,62.81,9.283,1.5382
ROK,Manufacturing,2023,3.1988,57.88,9.333,0.9383
ROL,Administrative and Support and Waste… Services,2016,8.027,23.3,6.821,0.0
ROL,Administrative and Support and Waste… Services,2017,9.8128,27.63,6.941,0.0
ROL,Administrative and Support and Waste… Services,2018,10.7993,20.0,6.998,0.0
ROL,Administrative and Support and Waste… Services,2019,6.5071,25.9,7.464,0.6047
ROL,Administrative and Support and Waste… Services,2020,10.6314,23.89,7.521,0.4431
ROL,Administrative and Support and Waste… Services,2021,8.6987,23.89,7.591,0.3722
ROL,Administrative and Support and Waste… Services,2022,8.6381,22.73,7.66,0.2654
ROL,Administrative and Support and Waste… Services,2023,8.4594,22.73,7.862,0.7064
ROP,Manufacturing,2004,1.4662,31.67,7.769,0.8006
ROP,Manufacturing,2005,1.701,23.88,7.833,0.7155
ROP,Manufacturing,2006,1.8151,36.79,8.005,0.6906
ROP,Manufacturing,2007,1.9143,18.77,8.147,0.5915
ROP,Manufacturing,2008,1.2998,15.54,8.287,0.6326
ROP,Manufacturing,2009,1.3995,14.57,8.373,0.4765
ROP,Manufacturing,2010,1.6981,23.94,8.531,0.4875
ROP,Manufacturing,2011,1.7828,16.74,8.579,0.3396
ROP,Manufacturing,2012,1.8405,23.4,8.864,0.5483
ROP,Manufacturing,2013,1.9838,21.85,9.01,0.5851
ROP,Manufacturing,2014,2.124,32.43,9.038,0.4656
ROP,Manufacturing,2015,2.2044,43.71,9.227,0.6173
ROP,Manufacturing,2016,1.7329,53.29,9.57,1.0727
ROP,Manufacturing,2017,2.2143,56.99,9.569,0.7511
ROP,Manufacturing,2018,2.1312,57.4,9.632,0.6386
ROP,Manufacturing,2019,2.3429,65.08,9.804,0.5849
ROP,Manufacturing,2020,2.2923,61.31,10.087,0.94
ROP,Manufacturing,2021,2.5321,56.72,10.074,0.7051
ROP,Manufacturing,2022,1.9539,59.14,10.203,0.4285
ROP,Manufacturing,2023,2.3009,59.14,10.246,0.3744
ROST,Retail Trade,2003,2.5713,14.29,7.413,0.0662
ROST,Retail Trade,2004,2.4476,19.39,7.459,0.0653
ROST,Retail Trade,2005,2.1443,34.09,7.57,0.0598
ROST,Retail Trade,2006,1.9773,34.09,7.766,0.1649
ROST,Retail Trade,2007,1.7117,22.17,7.771,0.1545
ROST,Retail Trade,2008,1.6542,31.7,7.765,0.1505
ROST,Retail Trade,2009,2.0935,33.31,7.926,0.1296
ROST,Retail Trade,2010,2.5184,34.07,8.044,0.1126
ROST,Retail Trade,2011,3.5379,38.77,8.102,0.1005
ROST,Retail Trade,2012,3.6308,38.77,8.208,0.0849
ROST,Retail Trade,2013,3.7578,36.91,8.268,0.0747
ROST,Retail Trade,2014,4.1303,47.66,8.456,0.1748
ROST,Retail Trade,2015,4.7301,46.99,8.491,0.1602
ROST,Retail Trade,2016,4.9544,47.47,8.577,0.1443
ROST,Retail Trade,2017,5.5354,47.47,8.652,0.1302
ROST,Retail Trade,2018,5.6366,49.9,8.712,0.0945
ROST,Retail Trade,2019,4.6548,48.45,9.143,1.0383
ROST,Retail Trade,2020,3.5704,58.95,9.451,1.7422
ROST,Retail Trade,2021,2.9327,56.07,9.521,1.3847
ROST,Retail Trade,2022,3.4448,60.92,9.504,1.3306
ROST,Retail Trade,2023,3.6899,60.92,9.568,1.1799
RSG,Administrative and Support and Waste… Services,2004,1.4346,40.07,8.404,0.7233
RSG,Administrative and Support and Waste… Services,2005,1.4679,31.91,8.423,0.9186
RSG,Administrative and Support and Waste… Services,2006,1.5429,34.49,8.396,1.088
RSG,Administrative and Support and Waste… Services,2007,1.652,24.24,8.405,1.2025
RSG,Administrative and Support and Waste… Services,2008,0.8576,23.42,9.9,1.0578
RSG,Administrative and Support and Waste… Services,2009,0.908,27.1,9.88,0.9204
RSG,Administrative and Support and Waste… Services,2010,0.9352,26.78,9.876,0.8594
RSG,Administrative and Support and Waste… Services,2011,0.8753,22.85,9.881,0.9011
RSG,Administrative and Support and Waste… Services,2012,0.9003,50.33,9.884,0.9179
RSG,Administrative and Support and Waste… Services,2013,0.9516,45.92,9.901,0.888
RSG,Administrative and Support and Waste… Services,2014,1.0579,57.04,9.908,0.9117
RSG,Administrative and Support and Waste… Services,2015,1.1069,59.72,9.932,0.9743
RSG,Administrative and Support and Waste… Services,2016,1.3098,64.33,9.934,0.9958
RSG,Administrative and Support and Waste… Services,2017,1.4477,71.93,9.959,1.0287
RSG,Administrative and Support and Waste… Services,2018,1.4612,76.69,9.981,1.0518
RSG,Administrative and Support and Waste… Services,2019,1.6543,71.89,10.029,1.1028
RSG,Administrative and Support and Waste… Services,2020,1.7016,74.86,10.062,1.0814
RSG,Administrative and Support and Waste… Services,2021,2.1665,72.28,10.125,1.095
RSG,Administrative and Support and Waste… Services,2022,1.8193,78.05,10.277,1.2473
RSG,Administrative and Support and Waste… Services,2023,2.0678,78.05,10.355,1.2397
RTX,Manufacturing,2003,1.5591,40.65,10.453,0.4528
RTX,Manufacturing,2004,1.459,51.24,10.598,0.3991
RTX,Manufacturing,2005,1.4137,69.85,10.735,0.485
RTX,Manufacturing,2006,1.4888,60.6,10.761,0.4585
RTX,Manufacturing,2007,1.547,44.32,10.907,0.4284
RTX,Manufacturing,2008,1.0992,48.21,10.941,0.721
RTX,Manufacturing,2009,1.3408,52.72,10.929,0.4856
RTX,Manufacturing,2010,1.4157,62.53,10.977,0.4811
RTX,Manufacturing,2011,1.246,63.41,11.026,0.4689
RTX,Manufacturing,2012,1.1025,60.87,11.401,0.8961
RTX,Manufacturing,2013,1.3749,59.42,11.414,0.6352
RTX,Manufacturing,2014,1.3624,57.86,11.422,0.6342
RTX,Manufacturing,2015,1.1541,61.12,11.379,0.7466
RTX,Manufacturing,2016,1.2547,66.49,11.404,0.8666
RTX,Manufacturing,2017,1.3354,72.61,11.482,0.9282
RTX,Manufacturing,2018,1.0228,74.57,11.807,1.1844
RTX,Manufacturing,2019,1.2581,71.11,11.847,1.1092
RTX,Manufacturing,2020,0.8787,65.4,11.996,0.4687
RTX,Manufacturing,2021,1.0041,64.47,11.992,0.4592
RTX,Manufacturing,2022,1.1446,72.51,11.976,0.4661
RTX,Manufacturing,2023,0.9714,72.51,11.995,0.7623
RVTY,Manufacturing,2005,1.2288,46.99,7.899,0.1481
RVTY,Manufacturing,2006,1.1524,37.23,7.828,0.0969
RVTY,Manufacturing,2007,1.2125,30.74,7.989,0.328
RVTY,Manufacturing,2008,0.7293,33.53,7.983,0.3247
RVTY,Manufacturing,2009,0.9685,33.53,8.028,0.3428
RVTY,Manufacturing,2010,1.0638,47.59,8.074,0.2213
RVTY,Manufacturing,2011,0.8367,49.09,8.252,0.5129
RVTY,Manufacturing,2012,1.1769,50.76,8.269,0.4849
RVTY,Manufacturing,2013,1.4134,48.85,8.281,0.4687
RVTY,Manufacturing,2014,1.4445,45.46,8.327,0.5156
RVTY,Manufacturing,2015,1.6836,45.46,8.335,0.4799
RVTY,Manufacturing,2016,1.5814,57.5,8.361,0.4859
RVTY,Manufacturing,2017,1.6541,65.45,8.715,0.8014
RVTY,Manufacturing,2018,1.7704,68.14,8.695,0.7317
RVTY,Manufacturing,2019,1.9956,58.3,8.785,0.8021
RVTY,Manufacturing,2020,2.2994,58.3,8.982,0.5941
RVTY,Manufacturing,2021,2.0394,78.64,9.616,0.7296
RVTY,Manufacturing,2022,1.5786,71.41,9.556,0.6224
SBAC,Real Estate Rental and Leasing,2008,1.3931,15.17,8.074,5.1973
SBAC,Real Estate Rental and Leasing,2009,1.9584,17.37,8.106,4.1566
SBAC,Real Estate Rental and Leasing,2010,2.2148,21.94,8.132,8.9222
SBAC,Real Estate Rental and Leasing,2012,2.1787,20.72,8.794,8.2088
SBAC,Real Estate Rental and Leasing,2013,2.5679,16.63,8.822,16.473
SBUX,Accommodation and Food Services,2002,3.5302,56.02,7.738,0.0467
SBUX,Accommodation and Food Services,2003,4.1555,68.62,7.912,0.0024
SBUX,Accommodation and Food Services,2004,5.3296,68.62,8.129,0.0018
SBUX,Accommodation and Food Services,2005,5.5513,87.32,8.165,0.1355
SBUX,Accommodation and Food Services,2006,5.9764,67.28,8.396,0.3172
SBUX,Accommodation and Food Services,2007,3.8562,92.27,8.584,0.5535
SBUX,Accommodation and Food Services,2008,2.1507,89.61,8.643,0.5072
SBUX,Accommodation and Food Services,2009,2.8494,81.66,8.626,0.1804
SBUX,Accommodation and Food Services,2010,3.0572,81.66,8.762,0.1495
SBUX,Accommodation and Food Services,2011,3.848,85.25,8.904,0.1253
SBUX,Accommodation and Food Services,2012,4.6898,84.24,9.014,0.1076
SBUX,Accommodation and Food Services,2013,5.1467,82.86,9.352,0.29
SBUX,Accommodation and Food Services,2014,5.4502,83.35,9.283,0.3885
SBUX,Accommodation and Food Services,2015,6.9709,73.54,9.429,0.4035
SBUX,Accommodation and Food Services,2016,5.7695,73.54,9.57,0.6122
SBUX,Accommodation and Food Services,2017,5.6262,62.92,9.573,0.7216
SBUX,Accommodation and Food Services,2018,3.4711,62.2,10.092,8.0719
SCHW,Finance and Insurance,2003,0.3911,62.03,10.733,0.4176
SCHW,Finance and Insurance,2004,0.3645,48.88,10.761,0.2882
SCHW,Finance and Insurance,2005,0.4252,43.08,10.765,0.2699
SCHW,Finance and Insurance,2006,0.5078,42.55,10.799,0.0815
SCHW,Finance and Insurance,2007,0.7228,54.36,10.652,0.2425
SCHW,Finance and Insurance,2008,0.3792,54.58,10.853,0.2179
SCHW,Finance and Insurance,2010,0.2439,46.31,11.436,0.3222
SCHW,Finance and Insurance,2011,0.1503,52.8,11.595,0.2594
SCHW,Finance and Insurance,2012,0.1517,40.45,11.803,0.2215
SCHW,Finance and Insurance,2013,0.248,45.18,11.875,0.2001
SCHW,Finance and Insurance,2014,0.2682,43.96,11.949,0.1737
SCHW,Finance and Insurance,2015,0.2524,46.54,12.121,0.242
SCHW,Finance and Insurance,2016,0.2484,50.43,12.317,0.2109
SCHW,Finance and Insurance,2017,0.3653,45.75,12.402,1.2556
SCHW,Finance and Insurance,2018,0.2098,52.5,12.6,0.3847
SCHW,Finance and Insurance,2019,0.2355,52.4,12.591,0.4263
SCHW,Finance and Insurance,2020,0.2084,49.56,13.216,0.3035
SCHW,Finance and Insurance,2021,0.2756,43.59,13.411,0.5334
SCHW,Finance and Insurance,2022,0.3501,53.93,13.221,1.4449
SCHW,Finance and Insurance,2023,0.376,53.93,13.109,1.8879
SHW,Manufacturing,2004,1.6427,55.26,8.36,0.4482
SHW,Manufacturing,2005,1.547,40.31,8.382,0.3589
SHW,Manufacturing,2006,1.8752,39.27,8.516,0.4389
SHW,Manufacturing,2007,1.6669,41.92,8.488,0.5406
SHW,Manufacturing,2008,1.7724,37.31,8.393,0.5193
SHW,Manufacturing,2009,1.7495,42.42,8.372,0.5484
SHW,Manufacturing,2010,1.936,52.47,8.55,0.6492
SHW,Manufacturing,2011,1.9629,65.08,8.562,0.6549
SHW,Manufacturing,2012,2.8213,63.47,8.738,0.9515
SHW,Manufacturing,2013,3.1485,64.19,8.761,0.9703
SHW,Manufacturing,2014,4.6821,61.5,8.649,1.8118
SHW,Manufacturing,2015,4.4735,61.42,8.664,2.2615
SHW,Manufacturing,2016,3.9909,58.14,8.818,1.0394
SHW,Manufacturing,2017,2.4559,64.21,9.901,2.8494
SHW,Manufacturing,2018,2.4031,66.03,9.859,2.5045
SHW,Manufacturing,2019,3.1322,78.28,9.928,2.5289
SHW,Manufacturing,2020,3.7218,77.58,9.923,2.8009
SHW,Manufacturing,2021,5.0061,76.21,9.936,4.7166
SHW,Manufacturing,2022,3.282,74.6,10.025,4.0988
SHW,Manufacturing,2023,3.9956,74.6,10.041,3.3171
SJM,Manufacturing,2008,0.7571,15.14,9.011,0.3111
SJM,Manufacturing,2009,1.0263,15.14,8.984,0.1708
SJM,Manufacturing,2010,1.1862,33.52,9.027,0.2464
SJM,Manufacturing,2011,1.1906,52.12,9.118,0.401
SJM,Manufacturing,2012,1.4405,52.49,9.109,0.3919
SJM,Manufacturing,2013,1.3294,65.14,9.113,0.443
SJM,Manufacturing,2014,1.1866,60.82,9.734,0.8707
SJM,Manufacturing,2015,1.2637,61.92,9.679,0.7748
SJM,Manufacturing,2016,1.2643,59.59,9.658,0.7881
SJM,Manufacturing,2017,1.1625,73.5,9.636,0.6123
SJM,Manufacturing,2018,1.1884,72.77,9.724,0.7416
SJM,Manufacturing,2019,1.1132,68.21,9.739,0.7061
SJM,Manufacturing,2020,1.173,66.73,9.698,0.6043
SJM,Manufacturing,2021,1.1951,63.24,9.684,0.5664
SJM,Manufacturing,2022,1.3707,63.24,9.615,0.6073
SLB,Mining,2003,1.9745,38.22,9.906,1.2767
SLB,Mining,2004,2.7536,28.43,9.68,0.7619
SLB,Mining,2005,3.407,28.74,9.802,0.578
SLB,Mining,2006,3.5205,44.83,10.036,0.5744
SLB,Mining,2007,4.4188,50.63,10.235,0.3674
SLB,Mining,2008,1.7454,46.37,10.373,0.3138
SLB,Mining,2009,2.488,48.06,10.418,0.2866
SLB,Mining,2010,2.3523,46.49,10.855,0.2598
SLB,Mining,2011,1.8305,44.29,10.919,0.3177
SLB,Mining,2012,1.6845,51.12,11.028,0.3347
SLB,Mining,2013,1.952,49.01,11.114,0.3338
SLB,Mining,2014,1.8273,57.07,11.111,0.3522
SLB,Mining,2015,1.568,55.5,11.127,0.5332
SLB,Mining,2016,1.7501,69.43,11.264,0.4775
SLB,Mining,2017,1.5484,73.95,11.184,0.494
SLB,Mining,2018,0.9605,77.33,11.163,0.493
SLB,Mining,2019,1.285,77.44,10.939,0.7031
SLB,Mining,2020,1.138,76.67,10.656,1.4826
SLB,Mining,2021,1.3741,83.87,10.634,1.0003
SLB,Mining,2022,2.0598,82.93,10.672,0.7308
SLB,Mining,2023,1.8153,82.93,10.778,0.6328
SMCI,Manufacturing,2020,0.8035,41.99,7.559,0.0505
SMCI,Manufacturing,2021,0.8468,37.57,7.715,0.1086
SMCI,Manufacturing,2022,0.8522,42.2,8.072,0.4353
SMCI,Manufacturing,2023,3.6672,40.56,8.209,0.1472
SNA,Manufacturing,2002,1.002,23.3,7.598,0.4344
SNA,Manufacturing,2003,1.0328,23.3,7.668,0.3296
SNA,Manufacturing,2004,1.011,20.24,7.736,0.298
SNA,Manufacturing,2005,1.2095,23.45,7.605,0.2621
SNA,Manufacturing,2006,1.2624,17.2,7.884,0.5388
SNA,Manufacturing,2007,1.2003,29.94,7.925,0.4286
SNA,Manufacturing,2008,1.0352,29.94,7.905,0.4582
SNA,Manufacturing,2009,1.0255,43.16,8.145,0.8488
SNA,Manufacturing,2010,1.2028,38.29,8.224,0.8598
SNA,Manufacturing,2011,1.0765,49.97,8.209,0.6575
SNA,Manufacturing,2012,1.4393,44.99,8.269,0.5633
SNA,Manufacturing,2013,1.7931,44.67,8.321,0.4754
SNA,Manufacturing,2014,2.0629,44.67,8.369,0.4281
SNA,Manufacturing,2015,2.4204,44.24,8.409,0.374
SNA,Manufacturing,2016,2.3192,45.29,8.46,0.3931
SNA,Manufacturing,2017,2.1117,41.6,8.566,0.4075
SNA,Manufacturing,2018,1.7223,39.09,8.589,0.379
SNA,Manufacturing,2019,1.8402,41.38,8.647,0.3577
SNA,Manufacturing,2020,1.6429,41.38,8.788,0.3958
SNA,Manufacturing,2021,1.889,37.68,8.819,0.3015
SNA,Manufacturing,2022,1.9188,46.59,8.85,0.2832
SNA,Manufacturing,2023,2.1871,46.59,8.929,0.2527
SNPS,"Professional, Scientific, and Technical Services",2005,1.2944,41.5,7.669,0.006
SNPS,"Professional, Scientific, and Technical Services",2012,1.204,36.01,8.33,0.054
SNPS,"Professional, Scientific, and Technical Services",2013,1.3122,35.22,8.38,0.0377
SNPS,"Professional, Scientific, and Technical Services",2014,1.3541,34.67,8.471,0.0245
SNPS,"Professional, Scientific, and Technical Services",2015,1.5775,48.73,8.526,0.0654
SNPS,"Professional, Scientific, and Technical Services",2016,1.7533,45.8,8.564,0.0642
SNPS,"Professional, Scientific, and Technical Services",2017,2.4387,45.46,8.593,0.044
SNPS,"Professional, Scientific, and Technical Services",2018,2.2507,45.46,8.724,0.1349
SNPS,"Professional, Scientific, and Technical Services",2019,3.2076,69.73,8.765,0.0337
SNPS,"Professional, Scientific, and Technical Services",2020,4.1472,74.31,8.991,0.1352
SNPS,"Professional, Scientific, and Technical Services",2021,5.9029,63.92,9.077,0.1259
SNPS,"Professional, Scientific, and Technical Services",2022,4.8029,63.92,9.15,0.119
SO,Utilities,2003,1.0159,64.63,10.464,1.3861
SO,Utilities,2004,1.0476,71.6,10.518,1.3483
SO,Utilities,2005,1.0181,73.26,10.594,1.4024
SO,Utilities,2006,1.012,73.49,10.666,1.395
SO,Utilities,2007,1.0059,57.05,10.732,1.3297
SO,Utilities,2008,0.9751,70.3,10.786,1.3849
SO,Utilities,2009,0.9068,67.6,10.86,1.3364
SO,Utilities,2010,0.9629,48.74,10.916,1.2808
SO,Utilities,2011,1.0338,42.86,10.99,1.2074
SO,Utilities,2012,0.9459,45.79,11.053,1.2343
SO,Utilities,2013,0.9282,48.01,11.075,1.2334
SO,Utilities,2014,0.9846,47.79,11.169,1.2658
SO,Utilities,2015,0.9116,56.85,11.269,1.3956
SO,Utilities,2016,0.8767,64.23,11.605,1.9168
SO,Utilities,2017,0.8941,66.9,11.617,2.1018
SO,Utilities,2018,0.7891,61.53,11.669,1.895
SO,Utilities,2019,0.9752,64.57,11.684,1.7701
SO,Utilities,2020,0.9434,68.7,11.719,1.8247
SO,Utilities,2021,1.0049,65.47,11.756,1.99
SO,Utilities,2022,1.0149,65.09,11.812,1.9447
SPG,Real Estate Rental and Leasing,2005,1.4667,42.07,9.958,4.3709
SPG,Real Estate Rental and Leasing,2006,1.7127,49.22,10.003,4.974
SPG,Real Estate Rental and Leasing,2007,1.5501,33.72,10.069,6.1129
SPG,Real Estate Rental and Leasing,2008,1.295,33.72,10.061,7.0287
SPG,Real Estate Rental and Leasing,2009,1.5968,39.02,10.164,4.2222
SPG,Real Estate Rental and Leasing,2010,1.8755,44.82,10.121,3.6515
SPG,Real Estate Rental and Leasing,2011,2.1489,36.04,10.174,4.0061
SPG,Real Estate Rental and Leasing,2012,2.2127,34.0,10.392,3.9402
SPG,Real Estate Rental and Leasing,2013,2.1261,36.85,10.414,4.0635
SPG,Real Estate Rental and Leasing,2014,2.6226,57.12,10.293,4.13
SPG,Real Estate Rental and Leasing,2015,2.697,60.96,10.33,5.0821
SPG,Real Estate Rental and Leasing,2016,2.5271,62.76,10.345,5.3848
SPG,Real Estate Rental and Leasing,2017,2.4203,67.93,10.382,6.7614
SPG,Real Estate Rental and Leasing,2018,2.4512,67.93,10.332,7.1623
SPG,Real Estate Rental and Leasing,2019,2.2538,68.07,10.349,9.9357
SPG,Real Estate Rental and Leasing,2020,1.5883,68.66,10.457,9.0876
SPG,Real Estate Rental and Leasing,2021,2.3191,65.58,10.428,7.7802
SPG,Real Estate Rental and Leasing,2022,1.9348,61.48,10.405,8.2201
SPG,Real Estate Rental and Leasing,2023,2.1295,61.48,10.442,8.8936
SPGI,Information,2005,3.0091,19.59,8.763,0.0011
SPGI,Information,2006,3.9847,8.28,8.707,0.001
SPGI,Information,2007,2.4099,31.67,8.757,0.7453
SPGI,Information,2008,1.4076,36.32,8.713,0.9885
SPGI,Information,2009,1.8169,35.17,8.776,0.6484
SPGI,Information,2010,1.7595,65.2,8.86,0.5421
SPGI,Information,2011,2.1176,62.48,8.768,0.7944
SPGI,Information,2012,2.341,64.87,8.861,1.6375
SPGI,Information,2013,3.6283,60.85,8.71,0.6141
SPGI,Information,2014,3.6924,66.51,8.82,1.6373
SPGI,Information,2015,3.6361,71.27,9.01,18.6134
SPGI,Information,2016,3.6154,74.42,9.068,5.4831
SPGI,Information,2017,4.9385,84.83,9.151,5.0197
SPGI,Information,2018,4.8504,88.73,9.155,5.8312
SPGI,Information,2019,6.2834,87.34,9.337,9.7704
SPGI,Information,2020,6.6879,86.4,9.436,9.3399
SPGI,Information,2021,7.8821,82.94,9.618,2.314
SPGI,Information,2022,1.9336,83.49,11.031,0.3202
SPGI,Information,2023,2.4835,83.49,11.012,0.3539
SRE,Utilities,2003,0.5668,21.31,9.999,1.456
SRE,Utilities,2004,0.5901,15.32,10.071,1.1022
SRE,Utilities,2005,0.6049,15.26,10.282,0.9981
SRE,Utilities,2006,0.7013,12.51,10.273,0.7482
SRE,Utilities,2007,0.7295,40.44,10.312,0.6938
SRE,Utilities,2008,0.6807,40.44,10.181,0.9533
SRE,Utilities,2009,0.7885,52.27,10.258,0.9639
SRE,Utilities,2010,0.7312,58.31,10.318,1.0549
SRE,Utilities,2011,0.7213,54.99,10.415,1.1042
SRE,Utilities,2012,0.8243,57.87,10.505,1.2538
SRE,Utilities,2013,0.9367,60.1,10.525,1.176
SRE,Utilities,2014,1.0521,62.99,10.59,1.2687
SRE,Utilities,2015,0.9236,71.03,10.625,1.2417
SRE,Utilities,2016,0.8851,70.86,10.774,1.322
SRE,Utilities,2017,0.9174,84.12,10.829,1.5321
SRE,Utilities,2018,0.9067,77.68,11.013,1.7045
SRE,Utilities,2019,1.0737,72.55,11.092,1.489
SRE,Utilities,2020,0.9219,76.55,11.107,1.2195
SRE,Utilities,2021,0.9312,74.01,11.185,1.0029
SRE,Utilities,2022,0.9937,70.35,11.272,1.1248
SRE,Utilities,2023,0.9054,70.35,11.376,1.1425
STE,Manufacturing,2017,1.7745,38.24,8.556,0.4105
STE,Manufacturing,2018,2.3662,46.09,8.532,0.3723
STE,Manufacturing,2019,2.4276,46.67,8.599,0.3785
STE,Manufacturing,2020,2.7471,53.77,8.791,0.4646
STE,Manufacturing,2021,2.4049,54.95,9.343,0.5021
STE,Manufacturing,2022,2.0459,54.95,9.289,0.5388
STLD,Manufacturing,2007,1.7034,15.63,8.416,1.3274
STLD,Manufacturing,2008,0.8914,15.63,8.567,1.6321
STLD,Manufacturing,2009,1.1794,8.27,8.543,1.1179
STLD,Manufacturing,2010,1.1393,13.27,8.629,1.1405
STLD,Manufacturing,2011,0.8794,10.3,8.696,1.0277
STLD,Manufacturing,2012,0.897,16.87,8.668,0.9155
STLD,Manufacturing,2013,1.0892,17.25,8.688,0.8274
STLD,Manufacturing,2014,1.0656,26.16,8.897,1.0382
STLD,Manufacturing,2015,1.1188,31.53,8.733,0.9683
STLD,Manufacturing,2016,1.7172,32.48,8.768,0.8052
STLD,Manufacturing,2017,1.8409,50.52,8.833,0.7107
STLD,Manufacturing,2018,1.187,50.52,8.949,0.604
STLD,Manufacturing,2019,1.2218,54.13,9.021,0.6894
STLD,Manufacturing,2020,1.1839,55.33,9.134,0.7348
STLD,Manufacturing,2021,1.2217,58.43,9.436,0.5085
STLD,Manufacturing,2022,1.4179,59.4,9.558,0.3913
STLD,Manufacturing,2023,1.4822,59.4,9.61,0.3608
STT,Finance and Insurance,2003,0.513,48.3,11.38,4.7823
STT,Finance and Insurance,2004,0.452,64.09,11.451,4.2405
STT,Finance and Insurance,2005,0.454,60.87,11.492,4.0799
STT,Finance and Insurance,2006,0.458,67.96,11.584,3.6879
STT,Finance and Insurance,2007,0.3903,78.11,11.867,2.1474
STT,Finance and Insurance,2008,0.295,78.11,12.065,3.145
STT,Finance and Insurance,2009,0.4157,81.21,11.97,3.0441
STT,Finance and Insurance,2010,0.3479,73.94,11.986,1.8323
STT,Finance and Insurance,2011,0.1927,83.07,12.287,1.1708
STT,Finance and Insurance,2012,0.1882,83.63,12.313,0.9978
STT,Finance and Insurance,2013,0.2191,84.62,12.402,1.0786
STT,Finance and Insurance,2014,0.2042,80.4,12.521,1.1977
STT,Finance and Insurance,2015,0.1807,87.03,12.41,0.9667
STT,Finance and Insurance,2016,0.1941,87.66,12.4,0.9663
STT,Finance and Insurance,2017,0.216,87.74,12.382,0.8162
STT,Finance and Insurance,2018,0.1604,85.62,12.407,0.7236
STT,Finance and Insurance,2019,0.1786,85.19,12.412,0.7269
STT,Finance and Insurance,2020,0.1522,87.74,12.659,0.9355
STT,Finance and Insurance,2021,0.1591,80.8,12.659,0.6315
STT,Finance and Insurance,2022,0.1525,79.49,12.616,0.8141
STT,Finance and Insurance,2023,0.1634,79.49,12.602,1.1547
STX,Manufacturing,2005,1.7367,34.61,8.565,0.2912
STX,Manufacturing,2006,1.4679,43.32,9.164,0.1861
STX,Manufacturing,2007,1.4474,46.24,9.156,0.4355
STX,Manufacturing,2008,1.1176,49.41,9.222,0.4427
STX,Manufacturing,2009,1.1124,49.41,8.866,1.7894
STX,Manufacturing,2010,1.0469,41.62,9.018,0.9185
STX,Manufacturing,2011,1.1245,60.1,9.13,1.4259
STX,Manufacturing,2012,1.2524,57.95,9.221,0.8187
STX,Manufacturing,2013,2.0438,54.51,9.132,0.7946
STX,Manufacturing,2014,2.3677,56.23,9.158,1.3842
STX,Manufacturing,2015,1.944,56.23,9.195,1.3767
STX,Manufacturing,2016,1.3819,59.91,9.018,2.5926
STX,Manufacturing,2017,1.7618,59.95,9.134,3.6811
STX,Manufacturing,2018,2.2354,56.27,9.15,2.8943
STX,Manufacturing,2019,1.9058,57.33,9.092,1.9672
STX,Manufacturing,2020,1.8663,57.33,9.097,2.3716
STX,Manufacturing,2021,2.9034,60.16,9.068,8.2298
STX,Manufacturing,2022,2.313,53.34,9.099,52.2569
STZ,Manufacturing,2001,1.2495,17.74,8.029,1.4958
STZ,Manufacturing,2002,1.0953,12.59,8.07,1.0771
STZ,Manufacturing,2003,0.9765,12.59,8.623,0.8613
STZ,Manufacturing,2004,1.1726,19.19,8.962,1.1832
STZ,Manufacturing,2005,1.1735,19.71,8.909,0.9444
STZ,Manufacturing,2006,1.0273,29.0,9.153,1.2247
STZ,Manufacturing,2007,0.9358,27.49,9.216,1.9008
STZ,Manufacturing,2008,0.9075,24.91,8.992,2.3233
STZ,Manufacturing,2009,0.8868,29.18,8.999,1.4888
STZ,Manufacturing,2010,1.0502,29.18,8.877,1.2682
STZ,Manufacturing,2011,1.037,35.75,8.869,1.1695
STZ,Manufacturing,2012,1.503,32.81,8.941,1.1556
STZ,Manufacturing,2013,1.5757,41.38,9.568,1.4094
STZ,Manufacturing,2014,1.9588,41.38,9.625,1.2733
STZ,Manufacturing,2015,2.1391,35.41,9.739,1.232
STZ,Manufacturing,2016,2.1579,33.76,9.831,1.3406
STZ,Manufacturing,2017,2.503,42.88,9.93,1.266
STZ,Manufacturing,2018,1.5661,37.12,10.283,1.0849
STZ,Manufacturing,2019,1.6723,35.28,10.215,1.0505
STZ,Manufacturing,2020,1.9331,35.28,10.207,0.8076
STZ,Manufacturing,2021,1.9885,42.52,10.16,0.9337
SWK,Manufacturing,2002,1.537,19.42,7.791,0.7257
SWK,Manufacturing,2003,1.5555,19.42,7.793,0.8062
SWK,Manufacturing,2004,1.6212,16.93,7.955,0.4784
SWK,Manufacturing,2005,1.436,26.88,8.173,0.7374
SWK,Manufacturing,2006,1.2997,23.12,8.278,0.6438
SWK,Manufacturing,2007,1.1301,36.77,8.472,0.8706
SWK,Manufacturing,2008,0.8888,36.77,8.493,0.9758
SWK,Manufacturing,2009,1.1592,48.97,8.47,0.6964
SWK,Manufacturing,2010,0.9617,40.45,9.625,0.4896
SWK,Manufacturing,2011,0.933,41.93,9.677,0.4929
SWK,Manufacturing,2012,0.9701,36.75,9.671,0.5307
SWK,Manufacturing,2013,1.0129,47.73,9.713,0.618
SWK,Manufacturing,2014,1.1953,42.77,9.671,0.5984
SWK,Manufacturing,2015,1.3363,34.53,9.627,0.6615
SWK,Manufacturing,2016,1.3639,36.39,9.657,0.6011
